ID,text,labels
1336746445421113344t,Go on TV and tell me why Pfizer is protected from recourse of the adverse reactions of Covid 19 Vaccines ! @KGallagher #WHYCovid,side-effect
1353812373056925697t,"Even I'm surprised at hearing that AZN #oxfordvaccine only 8 % effective in > 65 year - olds ( prob 0 % after 3 months ) . If true , how devastating the false security of those vaccinated w / this #covidvaccine might turn out to be ...",ineffective
1343972434261774336t,"Anyone up to volunteer for the latest car - crash of the #Pfizer #Vaccine ? Didn't think so . Best skip this one . #Covid 4 German care workers rushed to hospital after Pfizer coronavirus vaccination , claims that 8 received ' accidental overdose ' https : / / t.co/c7z3m2c2yR",side-effect
1374521360186142722t,@SusanHarris80 @Dempz8 @C53758546Mandy Its not a vaccine like we had . Its an experimental vaccine . Kids are not dying from this virus so why do they need it ?,rushed unnecessary
1375817438458224641t,People will argue that they should be fine if they are vaccinated . This thinking misses the point completely . It is the fine that is illegal ( violates charter rights ) and will get thrown out in court .,side-effect
1334595138132324360t,@BBCNewsNI Pfizer were fined $ 2.3 B in 2009 ( biggest fine in healthcare history ) for marketing 4 of its drugs for off label use . Fined £ 84.2 M for overcharging the NHS in 2016 . You really expect people to take a vaccine made by them when they also have a liability waiver from damages ! ! !,pharma
1327908582403280896t,"@DL7010 You obviously do not see it as a problem , fine . Agree to disagree . Do you think you could help research the placebo used in the Pfizer mRNA vaccine , please ? That would really help . TIA .",ingredients
1320316179433533440t,@eleonorasfalcon @Phoebejoy1611 And what about the long term effects of an untrialled vaccine ? You can stop taking pills but you can't take a vaccine out of your body .,rushed side-effect
1376873274211250176t,"Dr . Scott Jensen reminds all , as to the immorality of vaccine passports . Public health is in dangerous waters and way over its head . "" Stupid is what stupid does "" . BTW , looks like he is running for Gov of Minnesota !",mandatory
1328429005930901506t,@RepCarolMiller @HouseGOP @realDonaldTrump @moderna_tx Great they have a vaccine ... Its amazing what happens when you cut out the red tape .. but a company that never made anything for humans before created it .. I don't think so ...,rushed
1260574386337329152t,@davebirkett @freep What a ridicules statement . Zero vaccines have been discovered for EVERY other covid virus . Very good chance no vaccine will work for this virus either . Remember the covid virus SARS ? Still no vaccine ...,ineffective
1376918480436477956t,"@fraggle_rock74 @CheftrainerC @KellyHrudey Ya , and now health Canada is telling people NOT to take the AstraZeneca Covid vaccine because they are finding bad side effects . Including deadly blood clots . Gee , what a surprise . You dumb fucks . lol",side-effect
1369516320861999110t,"Liablity_Insurance #Pfizer is demanding countries put up #sovereign_assets , bank reserves , military bases and buildings , as #collateral for expected #vaccine_injury_lawsuits resulting from its COVID - 19 inoculation Argentina and Brazil have rejected Pfizer ’ s demands . @mercola",side-effect
1312466770452602880t,@NormaOr98852103 @realDonaldTrump Fact is no one could afford Obama care .. double premiums 1200 plus monthly .. huge deds .. couldn't keep our doctors or ins co .. we want choice not govt rulership.lets start with HCQ .. ivectermin .. for covid that is a political election issue .. if a med works no emergency vaccine needed https : / / t.co/hhcS0S42Vp,political
1326203643993993218t,"@ZambeziOutpost @Effiedeans Not sure what happened in Brazil with their vaccine , but is was bad enough to stop all COVID vaccinations .",side-effect
1337862246177923074t,"If this Covid vaccine is so safe and this government and Pfizer are so confident in it , why has Pfizer been given protection from legal action by UK government ? In other words , if this vaccine totally fks you up , there ’ s nothing you can do about it ... Enjoy your vaccine .",side-effect
1334753953444196352t,@JuliaHB1 sorry Julia you are wrong ... Read the #Pfizer material ( and it goes for any vaccine ) all they can claim is an reduction of symptoms ... Plus you could still be infectious,ineffective
1329713793568567299t,"Nothing is 100 % safe , even Tylenol has side effects which is in the Moderns vaccine . I can take safe Tylenol from home . Your vaccines are rushed and people still got sick with Covid - 19 while taking the Moderna vaccine . It ’ s not guaranteed to protect people from getting Covid - 19 !",ineffective rushed side-effect
1354466561398960128t,"@PIB_India @drharshvardhan @MoHFW_INDIA I don't buy "" critical role of vaccine in controlling pandemic "" It is only 1 of many options . https : / / t.co/LSvIN94NlJ Low Vitamin D itself is correlated with Covid hospitalization . Many are cured through Ayurveda , Siddha too . Cases declining even b4 vaccine . https : / / t.co/5Lzwu80kSQ",unnecessary
1377157424084176898t,Canada and now Germany . Two major countries ? Not so comfy now . 5000 post vaccination deaths in US alone with under 55s being a concern and no observable benefit for those over 70 ? And UK wants a vaccine passport . Pffft ...,ineffective mandatory side-effect
1360257871548678145t,Nothing to see here . The CDC and FDA received 1170 reports of death among individuals in the U . S . who received a Covid vaccine . https : / / t.co/cyBANHP2yG #covidvaccine,side-effect
1374324265768472580t,So the AstraZeneca vaccine was created off of outdated information ? I will continue to wait .,pharma
1377221037407019015t,"@cheri_rotruck Why would you feel guilty about something unsafe , no longevity safety study , not enough chains to qualify as a vaccine , still need a mask , still can get sick , experimental crap made by a man who founded COVID with partners in CHINA , has stock in masks company and Moderna ?",pharma rushed
1330874630349983745t,"@MattHancock @pfizer @BioNTech_Group @MHRAgovuk No one , regardless of their experience or qualifications can say what potential harm may be caused by an mRNA vaccine long - term . I'd rather get the virus https : / / t.co/WRM8a02z6g",side-effect
1301658087376338945t,"@delbigtree @RonPaul4Constit Well , that one's an obvious dud . But at least they did animal studies where they established its uselessness . Now let's look at Moderna where animal studies were bypassed . All we know is that it had 21 % serious adverse reactions and no info if it even works to prevent anything ,",rushed side-effect
1259926624356589568t,The Cost of Big Pharma ’ s Covid - 19 Vaccine Will Be Paid in Lives and in Billions of Dollars https : / / t.co/R3iLpfO4em,pharma
1244348393532592128t,@ereditsh @YouTube It has to be tested properly or u end up wth seeing flu vaccine that was worse than the flu,rushed
1452307830426451971t,"Yale University Professor says the un - vaccinated should be more afraid of the vaccinated NOT the other way around , got that @BorisJohnson @sajidjavid https : / / t.co/ibKuwPi1N4",political
1344785406332727297t,@katiewr31413491 And young children should be tested for allergies before vaccination . Also Christian was given an overload of vaccines without any thought about possible harm . I find medical advice & coercion difficult to deal with .,side-effect
1353486384682717186t,"Zero point . Just a money making exersize . No vaccine , none , ever , has stopped you from getting , carrying , or transmitting , any known contagion , ever , because they are designed to reduce your symptoms if you get one . That's all . They've never eradicated anything . It's bollocks .",ineffective pharma
1360081730904891396t,"34 y . o . ♀ ️️New York after #PfizerVaccine #myelitis #VAERS "" Based on temporal association and lack of other provided etiology , a possible contributory role of suspect BNT 162B2 vaccine cannot be excluded for reported acute disseminated encephalomyelitis "" https : / / t.co/OT2FXxu1l3",side-effect
1337450025136377856t,"#CovidVaccine #COVID19 Is it a bit dangerous - just like with flu vaccines - to inform people that once they are vaccinated , they will protect others from getting a virus ? Vaccines are not 100 % effective , people may spread the virus , so ... https : / / t.co/Kc4VKHEk6s via @YouTube",ineffective
1446233902599786501t,"At this point , any pro - covid - vaccines normie should start questioning a bit , or at least hold off their plans to get vaccinated . If you don ’ t , then I ’ m sorry to say , you are objectively either dumb or reckless . #Moderna #CovidVaccine #Ontario https : / / t.co/1JYkwP1XSq",none
1375726376888774656t,The Vulnerable groups have been vaccinated that was the goal but this is now about Government control the virus is now just an excuse The Young don't need this vaccine nor does anyone fit under 50 We must STOP this State control https : / / t.co/xqqrEJCtNT via @MailOnline,political
1337829228230963202t,"6 Participants Died During Pfizer #COVID19 #Vaccine Trials – FDA Document Reveals | Dec 9 - Pfizer trial participant ; after the second shot , he woke up with chills , shaking so hard he cracked a tooth . - “ It hurt to even just lay in my bed sheet , ” he said . https : / / t.co/WVl575Ir1H https : / / t.co/y845SCbH7s",side-effect
1364350223162765314t,"Listen to me now . We will agree to do our Vaccine Passport only when you'll get a normal hair style , man . Never . @BorisJohnson #BorisJohnson",mandatory
