ID,text,labels
1325995327069974529t,"@realDonaldTrump @US_FDA They probably realised you've killed enough people with COVID - 19 . They don't want to add an untested vaccine to your murderous arsenal . But you do you , Trumpy . Just try not to trip over your man - sized bottom lip as you leave the Whitehouse .",rushed
1349465041230307331t,"@tobydrummond @littlemissrebel @RallyHeaven i using the morning sickness drug as an example of a drug that ’ s been designed for a specific purpose it fucked up countless lives if you have seen a teenager having thalidomide , Covid vaccine just was not tested for long enough . And some of us are sceptical ,",rushed
1352878039370227712t,No #Teacher ’ s so not deserve the #Vaccine first . Health workers then supermarket staff . As we know Teachers have had a long break and not due back till April so why would they need a vaccine .,none
1361406683541602306t,"#Panarama If you are < 40 , healthy & fit , with no conditions or situations that may put you at extra risk , do you really need a vaccine for #covid19 . 0 % risk from infection . High asymptomatic % . Once / If you've had covid , you have immunity . ' Vaccinate ' very old / very fat / very ill .",unnecessary
1291740037307158528t,#WarRoomTownHall @WarRoomPandemic I hope you are going to address the real but truly unknown dangers of Moderna vaccine which has ability to change our DNA . It is unknown what this will do to the human genome . The one vaccine which should not be used before extensive trials .,rushed side-effect
1334041704882647045t,""" The deal with AstraZeneca , which shifts some of the risks involved in the roll - out of a vaccine to taxpayers , was struck in August and its liability clauses have not previously been reported . "" The same old line of double standards for the powers that be . 🧐 🤦 ‍ ♂ ️ #vaccine",side-effect
1355882792056483842t,@henrymcmaster @POTUS So let the virus keep mutating until the vaccine doesn ’ t work because you want to play redneck politics . No thanks .,ineffective
1340238409160384513t,"@Cleavon_MD @ForU2CSandy Trump has no money in pfizer , so he is blocking it so the company he has money in has the vaccine to ship , in order to make a lot of extra money out of covid",political
1253379587226173442t,"@BBCBreaking Whats the point of testing a vaccine on someone who doesn't have Covid 19 , the vaccine is supposed to fight it yet the government is lying to the public again thinking this is a cure when its a placebo to keep the public from attacking them",political
1348224150360498176t,Chinese doctor claims Sinopharm vaccine ' most unsafe in the world ’ https : / / t.co/ZLEohoIthY via @YouTube,side-effect
1353485271510216712t,"@paysupplystaff @bane_baldy Remember the 107 old lady who got it twice . PHE never says it can be caught twice ... so what does that mean about vaccines .. Well ... obviously , the virus mutates and it is like catching a cold ... no point for a vaccine ... Time to go back to work ... we have had our fun .",ineffective
1339570149200900098t,"All democrats is lie , lie and keep lieing ! Not a doctor and whoopie proves she is liar ! ! ! Health Care Worker Hospitalized with Serious Allergic Reaction to Pfizer's COVID Vaccine via @WestJournalism https : / / t.co/Rb0J5xdNsb",side-effect
1355159949089918976t,@RoseARosey @adinuf1 @RogerCo07997264 @nadhimzahawi @StevePeers @HouseofCommons @Conservatives @UKLabour You are right Rose . My Dad got the vaccine and I am certain Bill Gates is controlling his every move . He even started speaking Chinese totally out of the blue . Dark forces at work . 🤡 🤡 🤡,conspiracy side-effect
1355628700520210433t,"@john71725379 @Josh_H And I ’ m sorry I hurt your feelings that you had to insult me , but the vaccine isn ’ t going to save you . Lol . They don ’ t even know how long the vaccine will keep one “ safe ”",ineffective
1339928212286091264t,Why wouldn't the Pfizer CEO be the first to get the vaccine from his company ? Anybody ?,mandatory
1335590875905339395t,@alforrestsmith @10DowningStreet @Pfizer_UK @BioNTech_Group @MHRAgovuk The same reason that every vaccine manufacturer is given immunity from prosecution for vaccines recommended by the government . This vaccine is not unique in that matter .,political
1413834370633322499t,@allthecitizens @chrischirp @doctor_oxford COVID - 19 . Pharma u know logistics ; u can provide tech . 1 % Africa recd vaccine & we know 1st World nearing HERD 80 % + . Vaccine Apartheid on global stage . https : / / t.co/9aUod5ipVm,conspiracy
1336348977197932550t,Reason for not having the Pfizer vaccine . Fast roll out . No animal trials first . I don't have any symptoms . Pfizer past history 👇 https : / / t.co/EEmoyT6By8,pharma rushed
1418575187742703618t,@jon9522 @1Vijayp @vonderleyen That would be valid argument months ago . But nobody wants inferior Oxford vaccine anymore . Czechs aren't using it at all . UK isn't using it for young . USA never even approved it . You paid a lot of tax payers money for a bad product . EU's vaccine strategy is based on capitalism .,pharma
1353778078485540864t,"@MarkVipond @911Amelia Hmmmm . If you ’ re happy to have an mRNA vaccine injected into you , never used before , trials not due for completion until 2023 , longterm problems unknown , ADE a known potential problem . Also , not likely to prevent transmission of Covid . Pretty damn useless in under 60 ’ s !",ineffective
1328522765406777344t,@NikkiMcR Yet they are pushing for a vaccine ? Why ? To make $ $ $ out of it ? Moderna any one ? Google Moncef Slaoui ...,mandatory
1312017133396779063t,"@dankojones The russian vaccine that causes you to sprout man boobs , an orange complexion , and bad hair ? Oh wait ... https : / / t.co/tJBQduV0BN",side-effect
1347952021505191937t,Four Deaths in #Elderly Reported From 3 Countries During First Days of Vaccine Rollout . #COVID19 #Vaccine #Reactions @pfizer @BioNTech_Group https : / / t.co/ceO5Uk0rux,side-effect
1355687780597325827t,"@RepThomasMassie Not a real surprise - The shot was not tested for , or known , to stop infection or transmission only deals with at best symptoms - far too many see this as a vaccine but it is not by definition one .",ineffective rushed
1365620571116097536t,👀 “ People are free to take the vaccine but vaccines should never become a condition for life ” .,ineffective
1350821851396796419t,fuck covid i'll never allow any doctors to use the vaccine on me i'm like already having several mental breakdowns nowdays because i know that my mom is getting vaccinated on tuesday,none
1339056505040080896t,Dandy ' ' ' 😜 . Now Asia is getting cold feet . Waiting for the West to be guinea pigs ? Dream on . Does anyone at all want this cursed vaccine ? 😅 Even Pfizer's CEO won't chance it . White House won't touch it . Army exempted . Start digging those landfills . Toxic garbage .,rushed
1402657214385512448t,"#health #loseweight "" AstraZeneca vaccine carries slightly increased risk of bleeding problems , new study shows . "" https : / / t.co/cEVSFc69VF",side-effect
1366957601410408448t,@TheJayUNF @DanThor9 @G_T_Teacher @CaptShtTlkr Woman's severe reaction to Pfizer Covid - 19 vaccine . https : / / t.co/4B7ZltoqQe Doctor dies after vaccine shot . He dies from bleeding in his brain . https : / / t.co/PRmn5C951W,side-effect
1376102325509578754t,Shut up ... first gather your 1001 children and grandchildren and get them vaccinated before verbal diarrhoering that the vaccine be made compulsory . Why did you take too long before getting vaccinated if you trust it too much ? ? ?,mandatory rushed
1336967296078778369t,"Coronavirus vaccine created by @Pfizer causes allergic reaction during UK wide trial stages . This is just 1 of a number of short term effects it can have , wait until the long term effects start to raise there head . It's evidently not ready to be rolled out . #BiggestConEver",side-effect
1429407536118108167t,"@sritara @GorwayGlobal This being a different kind of product ( I refuse to call it vaccine , unlike Covaxin ) the risks are huge .. Cancer Risk and multi - generational Cancer risk being most alarming of them . I reiterate immunity boost will be zero . Check my warnings in 10 years time .",side-effect unnecessary
1219762164908666880t,@MsBettyBafufu Facts . And every time there ’ s a little outbreaks it ’ s always the ones that were vaccinated,side-effect
1343042300398735362t,"@jakersmom20031 @RealCandaceO And I will take #HCQ No need for vaccines Treatment with Hydroxychloroquine Cut Death Rate Significantly in COVID - 19 Patients , Henry Ford Health System Study Shows https : / / t.co/06ZIFrsHyl https : / / t.co/COBZZ5PKHb",unnecessary
1358137865650249728t,"Because vaccines don ’ t stop transmission . COVID is so highly transmissible that even mask wearing is silly , stop pushing a dangerously under - tested vaccine on ppl . Immunity can be achieved naturally 🤯",ineffective rushed
1298601047573835778t,@pepperedchef @The_Great_Mason @WSJ Well if people are so scared of a virus that kills < 0.5 % then it ’ s likely they would also be scared of a hastily approved vaccine . The virus doesn ’ t worry me at all but even I wouldn ’ t have that vaccination .,rushed unnecessary
1376923681524482048t,"It was take the vaccine to stop the virus , now take the vaccine to go about everyday life . i will not take this https : / / t.co/VKqPsPB499 not get excited about Monday a year ago we were free ! Remember that .",mandatory
1327217080953876480t,@pfizer I will do everything in my power to avoid ALL of your medications . You intentionally held back the China Virus vaccine results until after the election . Y'all are a scam ! 😡 Y'all didn't like @realDonaldTrump ' s favored nation rule . Y'all are sick .,political
